taum_M,taum_M12,taum_M13,taum_M23,taum_ENDVERTEX_CHI2,Bp_ConsBp_0_tauminus_0_decayLength,Bp_ConsBp_0_tauminus_0_decayLengthErr,taum_DIRA_ORIVX,taum_DIRA_OWNPV,taum_pi1_IPCHI2_OWNPV,taum_pi2_IPCHI2_OWNPV,taum_pi3_IPCHI2_OWNPV,Bp_ConsBp_0_tauminus_0_PE,Bp_ConsBp_0_tauminus_0_PX,Bp_ConsBp_0_tauminus_0_PY,Bp_ConsBp_0_tauminus_0_PZ
1200.2426837936728,776.3043154416417,490.9049052590916,813.3689826756236,0.860726535320282,2.0570774,0.7533107,0.9999843713717266,0.9999218186724328,800.4093355943985,447.17393090611534,1170.7514351912466,45872.184,-3001.61,-4735.647,45493.58
1072.9098867099697,870.5145268105945,583.2343282296144,334.97399149289583,1.1036173105239868,6.2542295,0.6793377,0.9999873051082151,0.9998825869270789,59.18091785209758,160.52825021045436,117.75380324440955,102359.36,-9399.247,-11223.821,101293.19
1139.885630227875,593.7175659860787,796.0153740273246,607.9236834751117,2.1881918907165527,2.3853545,0.7818207,0.9999976978877988,0.9997632133196579,124.58051031715337,26.600443003745053,98.0244038345372,36255.656,168.48955,4827.0596,35888.535
1069.1763769369393,749.4152757557584,721.9233763005659,351.9241951598909,1.1973464488983154,3.403449,1.2054604,0.9999955701856046,0.9999944048798797,33.718209861511205,42.74237066557762,75.35302926981298,53853.523,-3173.393,-2152.0159,54466.5
1128.789063553969,720.8010569867882,384.3048287527288,818.7647889205197,2.974769353866577,7.8467245,1.1504835,0.999997838697604,0.9999984859996681,110.50459841235556,344.7106375077978,23.125963198673837,81434.04,919.4817,-5093.4707,81249.96
1053.0175687047931,752.8930772960531,433.050294980414,640.1701080736602,2.967254877090454,-2.8159394,1.3078969,-0.9999405279051464,0.9998618845348826,76.06427427894529,91.27035276645539,83.8143581935323,80560.82,-546.4819,-5318.3477,80363.6
1261.5099087997448,812.8806400232279,447.79955152866034,887.506410239569,2.8532886505126953,3.0785959,0.31808245,0.9999864386190825,0.9995908429114633,4967.408261255652,1317.0714974465095,4174.897072436808,37366.05,-5363.1387,1.9342785,36936.45
1094.60375250503,474.4848845641155,753.527009853263,682.8160756444821,1.7090438604354858,2.0686042,0.75886154,0.9999616821291691,0.9999197599403471,391.7455715222752,485.10209890825996,1550.4529108072811,99474.49,6276.7593,11008.016,98648.086
1152.6539485031924,905.7028117681873,665.4404482505224,354.08503779893397,7.516107082366943,6.212524,0.55053765,0.9999657940523708,0.9999165118116827,8389.54914070794,657.653739692359,1179.1595613711156,53780.938,2278.0132,6814.4414,53269.21
1084.0667645490937,775.5971271259406,735.1012178044512,301.2074597946753,2.1112239360809326,-0.11678174,0.7339218,0.9991946362518366,0.9955432421728206,116.19447911974676,718.3165583405857,664.4891165385266,13639.649,-289.59808,1875.8228,13291.59
1165.8140932412596,398.4626071039052,515.1357354152749,996.243490571931,2.5356619358062744,0.10254859,0.035243638,0.9999741487883606,0.9997142884223946,554.4304661933166,2989.6214874825237,317.9497810107356,14989.211,-10164.04,-4034.782,22671.45
1265.7761452958418,825.4472249395855,586.3823854110764,799.3294832734479,7.9958367347717285,0.18638293,0.34445125,-0.9981221807134146,0.9997251748852386,98.6166358464542,4597.807455384847,4919.720803861802,27078.492,-30162.424,14372.577,23776.764
981.8831715128431,663.063814673081,290.77129420312514,707.3554037147836,1.95742666721344,0.18867658,0.76292837,0.9992434814203951,0.9994058791496143,2142.0219159844987,404.2422790522763,2684.6743766873474,52677.793,-7320.4014,2907.2375,52056.504
1058.5450510016376,810.725389132911,343.27300504318487,635.1231551134405,2.504136323928833,2.9756215,0.6638,0.9996181724728415,0.9998734045422315,191.42553947800178,169.4679291958741,466.86684579370274,22008.025,2011.049,871.8916,21826.504
1103.4106216635764,667.9538536630874,484.1097021051628,772.2179382414197,2.058640480041504,0.6557083,0.560512,0.9998616770781135,0.9990282650221632,31.589269270917537,227.4333807046357,34.60213730342641,32258.691,1515.7389,-3628.2874,31980.713
1061.1178068433308,601.3609884070061,394.79836311592817,810.7540834608853,1.627061367034912,0.033060975,0.66037524,0.9993487916982778,0.9998370949560849,312.64637437107206,35.509932560448696,60.734516238914345,27627.033,1683.2023,-3580.0605,27287.59
1220.4364997819428,568.392621762376,818.4380796797492,743.9375184206642,4.7078962326049805,7.397237,0.63168997,0.9999990068710568,0.9999903768941508,1074.7716664827944,91.40931489200497,393.1590866224536,122622.16,9532.198,7943.101,121979.84
1350.9019672057914,927.8437597130818,920.5472495132587,417.5567280171003,0.8408699035644531,1.5705675,0.7430182,0.9999950407522429,0.9998795606978141,462.1584830496215,425.6632388301505,133.95288194684085,58305.473,3742.7039,4607.891,57975.234
1063.177607457945,720.283252086188,405.81903691316694,711.4997877280159,3.313904047012329,15.213476,1.9240745,0.9999992527437034,0.9999924689347529,372.5622011073347,399.71173707654566,311.47907727935177,31565696.0,-1047803.56,1125048.2,31529014.0
1122.2199539323005,896.786705764311,536.5325753569265,473.3860388376039,3.525385618209839,46.769516,1.9591784,0.9999995720968908,0.9999984449170906,335.2554646948517,663.3922708393532,24.520033402603563,160454.95,-3912.6301,6554.066,160263.44
1185.11339119934,426.37313525071846,733.4988642970136,861.8933373013659,3.096433401107788,-0.73127145,0.12771499,0.9961590254909165,0.9978510795710211,951.0831559819542,3233.107176416597,2268.3140615767848,55496.586,-4228.6553,-1926.7008,55281.06
1160.2548750166923,889.4056552327265,326.03886645643246,711.4738212953574,2.909259557723999,0.2539694,0.28754902,0.9999435485984288,0.9997870062444718,357.0355854805416,208.15444372489546,245.50307965192994,424931.88,-58904.74,13351.896,420645.97
1338.6030498247044,923.718464662433,382.7203348251101,926.7646360680997,0.8645761609077454,8.200348,3.2374272,0.9999799455568948,0.9998625586033634,1635.222271991709,179.00458786539892,836.5211312194532,75020.34,-3689.4182,-728.3447,74904.96
