Bp_ConsBp_seq_M,Bp_ConsBp_seq_status,Bp_L0HadronDecision_TOS,Bp_L0HadronDecision_TIS,Bp_L0MuonDecision_TIS,Bp_L0ElectronDecision_TIS,Bp_L0PhotonDecision_TIS,Bp_Hlt1TrackMVADecision_TOS,Bp_Hlt1TwoTrackMVADecision_TOS,Bp_Hlt2Topo2BodyDecision_TOS,Bp_Hlt2Topo3BodyDecision_TOS,Bp_Hlt2Topo4BodyDecision_TOS,Bp_ConsBp_seq_decayLength,Bp_ConsBp_seq_tauminus_0_decayLength,Bp_ConsBp_seq_tauminus_decayLength,taup_DIRA_ORIVX,taum_DIRA_ORIVX,Bp_DIRA_OWNPV,taup_ENDVERTEX_X,taum_ENDVERTEX_X,taup_ENDVERTEX_Y,taum_ENDVERTEX_Y,taup_ENDVERTEX_Z,taum_ENDVERTEX_Z,Bp_ConsBp_seq_chi2
5159.022,0.0,True,True,True,False,True,True,True,False,False,False,39.687527,2.5269713,3.3742507,0.9999739305233403,0.9999932809083291,0.9999995453551213,3.1866,3.1635,2.5551,2.5605,60.9255,60.1095,7.521706
5534.6284,0.0,True,True,True,False,True,True,True,False,False,False,76.75919,0.91486216,6.2595825,0.9999997505362166,0.9999679778900114,0.9999963356209173,5.278,5.0865,4.9074,4.5704,100.814,95.5044,13.717827
5902.8335,0.0,False,True,True,False,True,True,True,False,True,True,48.70177,1.5025274,0.82497144,0.9998890862058984,0.9999894178040485,0.9999847206284991,3.556,3.5901,2.9546,3.0031,67.3783,68.1407,8.682728
5212.5083,0.0,True,True,True,False,True,True,True,True,True,True,30.321495,1.3995452,7.637144,0.9999967705472678,0.9998613166041058,0.9999958562718929,2.9095,2.591,2.2683,1.9552,55.8552,49.6414,3.8191347
5135.102,0.0,True,True,True,False,True,True,True,True,True,True,21.751024,-0.9643884,12.867282,0.9999948187608836,-0.9994120355520653,0.9999848771335005,2.6361,2.0041,2.1196,1.3039,52.5727,38.8096,6.3877435
5423.3604,0.0,True,True,True,False,True,True,True,True,True,True,28.395206,0.3972175,4.9742937,0.9999893369518315,0.9996944590167692,0.9999923228879735,2.7505,2.403,2.0077,1.7604,51.2991,46.7855,2.4605618
4816.882,0.0,False,True,True,False,True,True,True,True,True,True,30.076984,0.5869402,2.8082414,0.9999981736259657,0.9999853521583701,0.9999942271188755,2.6849,2.5009,2.0326,1.8721,50.8409,48.6683,15.254238
5081.1836,0.0,True,False,False,False,False,True,True,True,False,False,6.4154687,9.100684,6.726227,0.999828339743578,0.9999742379394007,0.9999987884438675,0.1277,0.0803,1.2604,1.2358,64.8447,67.2098,10.257388
4636.3228,0.0,False,False,False,False,True,True,True,False,False,False,45.564613,1.1464008,6.835725,0.999997696420857,0.9999643203939027,0.9999612324310596,-1.7409,-1.3767,4.3275,3.9132,103.8624,98.1615,6.812894
5540.09,0.0,False,False,False,False,False,False,False,False,False,False,39.330948,11.992056,0.5388453,-0.9998182075724095,0.9999985449860219,0.9999727672110009,2.5783,3.0103,-2.354,-2.9162,63.7455,75.1554,8.163284
4649.288,0.0,False,False,False,False,False,False,False,False,False,False,31.933952,2.2039258,2.127559,0.9999922028002336,0.9998484580812499,0.9999434922935254,1.4969,1.4234,-0.9084,-0.8583,71.902,71.0593,2.2575798
5363.9927,0.0,False,False,False,False,False,False,False,False,False,False,28.803255,2.2946434,3.9282246,0.9999940899451032,0.9999807996632122,0.9999731925453562,-0.1746,-0.068,-2.1952,-2.1609,39.7055,38.0366,2.4793024
4960.4795,0.0,False,False,False,False,False,False,False,False,False,False,18.045446,16.910997,0.5623901,0.9895740038007478,0.9999859025377501,0.9999483414159885,0.2595,-0.3781,-1.1814,-2.4114,25.5837,41.8388,4.1804943
6218.753,0.0,False,False,False,False,False,False,False,False,False,False,12.8261,-0.19213207,1.3671583,0.9999518276827865,-0.9966097340262321,0.9999981891708525,0.3719,0.4518,-0.8969,-0.778,21.1681,19.7147,4.1205554
5699.423,0.0,True,False,False,False,False,True,True,False,True,True,18.0378,2.1615317,4.035223,0.9999981869408131,0.9994253309370463,0.99999705556537,0.1654,0.1643,-1.4437,-1.3386,29.0125,27.1221,1.666734
134906.16,1.0,False,False,False,False,False,False,False,False,False,False,40.41196,-11.417901,-18.325405,0.9999884253348492,0.9999872560102258,0.9999611558209229,-0.2811,-0.1663,-1.0526,-0.9651,15.9771,12.3222,5.287469
5146.346,0.0,False,False,False,False,False,False,False,False,False,False,37.447247,0.2859658,2.0389094,0.9999981088668934,0.9998450804911158,0.9999986522809072,-0.5136,-0.4278,-1.2984,-1.2239,21.0384,19.2523,5.7612605
5119.9146,0.0,True,False,False,False,False,True,True,True,True,True,21.213892,22.421825,10.359399,0.9999953594821106,0.9999979639520328,0.9999926431331781,-0.198,-0.8019,-0.9615,-1.6647,15.3123,27.3722,2.2053552
5259.446,1.0,False,True,False,True,False,True,True,False,False,False,25.004898,-6.6950517,5.4089193,0.99996854017119,0.9999921259141673,0.9999855232995991,5.5191,5.712,3.3667,3.7078,11.5296,13.6232,13.313533
5166.5586,0.0,False,True,False,True,False,True,True,False,False,False,5.370839,1.0541505,0.56771684,0.9998518858514627,0.9998872713679395,0.999995674522486,1.7751,1.8383,0.7616,0.8409,-12.3522,-11.9309,7.7901945
4831.8867,0.0,False,True,False,True,False,True,True,False,False,False,7.6190004,2.9526594,4.0973907,0.9999954244304146,0.999932926612247,0.9997873788189365,2.574,2.488,1.3621,1.3224,-6.684,-7.8431,22.774157
5246.074,0.0,False,False,False,False,False,False,False,False,False,False,12.021391,6.9032106,4.314143,0.9999832774450327,0.9999913496463594,0.9999339668580542,-0.0262,-0.0797,0.4599,0.3629,30.3385,32.9493,4.821886
5121.503,0.0,False,False,False,False,False,False,False,False,False,False,11.088819,4.415276,13.197343,0.9999970443944338,0.9996555003137247,0.9999844650682225,-0.1835,0.0915,-0.7344,-0.3307,51.5662,42.261,16.237337
4967.2847,0.0,False,True,False,False,False,True,True,False,True,False,37.15546,18.040558,0.8085248,0.9751876803392003,0.9999877775866921,0.9999970006965238,-0.9821,-1.6152,-0.8221,-1.0787,65.0919,82.3138,10.215462
5039.9546,0.0,False,False,False,True,False,True,True,True,True,True,14.837765,1.4286766,-0.72518015,-0.9998358113251707,0.9999857616425597,0.9999600506738835,1.582,1.6707,-0.6241,-0.8094,-9.7044,-7.5228,5.5829625
5547.7666,0.0,False,False,False,True,False,True,True,True,True,True,13.13669,7.1432486,-0.6525993,0.9985097718924081,0.999993837462286,0.9999831034909104,1.5211,1.661,-0.5919,-0.8695,-11.3154,-3.5006,1.8323377
4990.9185,0.0,True,False,False,False,False,True,True,True,True,True,58.759056,16.938345,8.565703,0.9999990686072767,0.9999986153020749,0.9999954467331211,1.3788,1.366,-3.5602,-3.9008,43.5667,52.2375,17.205463
6217.0186,0.0,True,True,False,False,False,False,True,False,True,True,31.022783,3.2122335,-2.207356,-0.9999658877315943,0.9999985640550504,0.9999971477132786,1.0061,1.0852,1.0539,1.2253,70.1067,75.3584,1.9227464
5536.4175,0.0,True,False,False,False,False,True,True,True,True,True,12.047966,0.51122576,-0.796283,-0.9998483614571445,0.9999392113100505,0.9999919385682333,1.6851,1.7622,1.3652,1.489,40.8913,42.0677,5.754654
5111.4097,0.0,False,False,False,False,False,True,True,True,True,True,13.379488,1.4767171,5.877229,0.9999916171108234,0.9997336549237483,0.9999692253559517,2.3364,1.9441,2.1533,1.7833,48.7625,44.4351,4.209911
5472.077,0.0,True,False,False,False,False,True,True,False,False,True,8.077919,12.858594,0.56265944,-0.9958136192287433,0.9999986181256323,0.9999772725298749,1.4763,2.5427,1.063,2.5028,38.2642,50.3652,5.7857003
25467.309,0.0,True,False,False,False,False,True,True,True,True,True,15.658932,0.4160374,1.7316403,0.999980786517029,0.9999964206587986,0.9999749962890292,2.1071,2.0544,1.9554,1.905,46.845,45.5261,6.0771747
5846.7563,0.0,True,False,False,False,False,True,True,False,False,False,39.20911,9.299905,0.99661654,0.9998869426868684,0.999998966277575,0.9999985109553924,3.8746,4.5538,4.5466,5.4808,69.4597,77.6859,6.1464944
5044.3105,0.0,True,False,False,False,False,True,True,False,True,True,5.5126805,1.6718521,3.2843163,0.9999977990132645,0.9999909964936952,0.9999944179857102,1.4504,1.3651,1.0859,0.9328,38.359,36.7646,7.283171
5372.1836,0.0,True,False,False,False,False,True,True,True,True,True,16.322195,1.9386454,2.820682,0.9999956270335809,0.9999386774056617,0.9999989024074615,2.267,2.2009,2.1951,2.1428,48.6114,47.7664,8.9894
5451.1514,0.0,False,False,False,False,False,False,False,False,False,False,6.6627464,2.2951982,0.8210492,0.9999077241123834,0.9999798446493863,0.9999666380185,0.586,0.3731,1.2584,1.412,11.6481,13.1078,9.5120125
15763.714,0.0,False,False,False,False,False,False,False,False,False,False,63.6503,-2.88259,4.1579895,0.9999768120331115,0.9999935942051781,0.9999982738858942,1.0709,0.9317,1.6832,1.5215,27.3115,21.6563,6.684178
5265.351,0.0,False,False,False,False,False,False,False,False,False,False,25.841679,1.2266605,2.4180171,0.9999950134682246,0.9997770628336614,0.9999789189311848,1.6528,1.5456,-1.7629,-1.7842,22.534,21.2958,8.148253
5695.5874,0.0,False,False,False,False,False,False,False,False,False,False,5.15677,1.6306037,1.9892739,0.99999620411511,0.9999984289601279,0.999995936222156,0.2507,0.3219,-0.1043,-0.0885,53.5097,53.1382,10.729935
9871.787,0.0,False,False,False,False,False,False,False,False,False,False,32.650864,-0.71441257,1.4206524,0.9999947881378887,0.9962312793316558,0.9999976318453584,3.4123,3.2321,-0.4864,-0.4093,15.235,13.1127,6.529082
5430.1978,0.0,True,False,False,False,False,True,True,False,True,False,15.570171,4.557641,2.0318735,0.9999971589361563,0.9999833610129806,0.9999925191672461,2.2068,2.2746,-0.204,-0.2183,-1.0461,1.2811,7.1707854
5591.147,0.0,False,False,False,False,False,False,False,False,False,False,20.274351,3.143806,4.3070807,0.9999701928905049,0.99999022508972,0.9999919389001678,2.7029,2.5821,-0.2732,-0.264,5.835,4.6879,5.43425
4926.4463,0.0,False,False,False,False,False,True,True,True,True,True,23.617231,4.836306,1.0645583,0.9998332933994526,0.9999828698171174,0.9999974959485769,-1.5972,-1.9418,-0.4987,-0.4919,90.3824,94.1347,2.211254
5664.2056,0.0,True,False,False,False,False,True,True,False,True,False,49.814682,2.6934612,-0.3430117,-0.9998128320259171,0.9997312134251696,0.9999962433818027,-4.0738,-4.3806,-1.1163,-1.134,114.9905,118.0251,6.1820903
4875.8936,0.0,True,False,False,False,False,True,True,True,True,True,13.665225,2.564535,1.5679307,0.9998282255134564,0.9999413883603271,0.9999799425826132,-0.6276,-0.7561,-0.2669,-0.2998,80.9371,81.9082,13.942512
2339500.5,0.0,False,False,False,False,False,False,False,False,False,False,12.994376,0.09850604,-0.048726145,0.9995658041322965,0.9999642231152532,0.9997871913586123,-0.2285,-0.2409,-0.9654,-0.9238,-34.588,-34.5644,3.0038154
6563.626,0.0,True,False,False,False,False,True,True,True,True,True,9.494369,0.44304404,5.447615,0.9999931879899121,0.9882488698924952,0.999958626440002,-0.7427,-0.1932,0.4157,0.3233,28.3881,23.2779,7.825494
4097.1235,0.0,False,False,False,False,False,False,False,False,False,False,22.50576,0.36977506,2.4478192,0.9999983018684169,-0.9925353199493753,0.9999039679550483,-1.8732,-1.527,0.5311,0.5288,38.3265,35.9477,17.058538
5390.7827,0.0,True,False,True,False,False,True,True,False,True,False,15.907715,4.0215006,5.3765464,0.9999976756516165,0.9999949760228233,0.9999717858981071,3.6877,3.4104,0.5871,0.734,14.5885,13.2361,1.2216989
5170.871,0.0,True,False,False,False,False,True,True,True,True,True,16.333353,2.0180666,12.186666,0.9998937921855872,0.9999632043093575,0.9999914873033583,4.354,3.2529,0.6068,0.621,21.7822,11.6832,3.4815283
5076.182,0.0,False,False,True,False,False,True,True,False,True,True,15.523574,4.0863256,3.0060973,0.9999826308680146,0.9999992465953162,0.9999793306085004,3.2054,3.5308,0.5708,0.675,11.8757,12.8888,4.3645177
20598.855,0.0,True,True,False,False,False,True,True,False,True,True,13.906932,1.055973,1.0708188,0.9999963971046515,0.999999604201084,0.999998263037392,2.7709,2.8673,0.5397,0.544,8.2913,8.3168,7.521893
5211.01,0.0,False,False,False,False,False,False,False,False,False,False,51.658707,3.3120108,0.96617585,0.9997748102461744,0.9999786911780921,0.9999854660666102,3.6563,3.819,3.8216,4.0058,70.4182,72.6886,5.706805
5222.1636,0.0,False,False,False,False,False,False,False,False,False,False,37.805622,-0.44034445,4.257882,0.9998574291023052,-0.9998633146345077,0.9999764797347951,3.137,2.8514,3.1489,2.7677,59.8209,55.1529,3.6610153
4910.4263,0.0,False,False,False,False,False,False,False,False,False,False,43.233067,0.4435734,1.6004858,0.9996102617468948,0.9724963374836603,0.9999273352409339,3.2449,3.1965,3.3326,3.2012,62.5923,61.4188,3.661092
4826.551,0.0,False,False,False,False,False,False,False,False,False,False,8.04618,2.1370914,0.87347984,0.9999569173530026,0.9999782667471641,0.9998638352286214,1.4316,1.5258,-0.3989,-0.3912,5.6719,6.9523,5.383487
4699.0093,0.0,False,False,False,False,False,False,False,False,False,False,18.943598,1.4473276,2.5797489,0.9999851528775866,0.9993895479753564,0.9999756297476131,2.2613,2.1991,-1.0749,-1.1063,18.2487,17.192,5.439322
5528.518,0.0,True,True,False,True,False,True,True,False,True,True,33.857616,6.269907,5.749283,0.9999897250332404,0.9999983141546847,0.99999136866831,2.9698,2.9343,0.4733,0.7188,43.0838,43.5227,8.466616
5125.1426,0.0,False,True,False,False,False,True,True,False,False,True,14.797106,3.1700966,4.9947834,0.9999914705255352,0.9998748211862458,0.9999931663274825,1.9313,1.7187,0.313,0.3759,23.3388,21.2116,8.915997
4817.017,0.0,False,False,False,False,False,False,False,False,False,False,9.727816,1.7827301,1.5830756,0.9999567822918526,0.9999620485910596,0.9999957204064689,2.4705,2.4436,0.1071,0.0911,36.2921,36.4473,6.667244
6382.2764,0.0,False,False,False,False,False,False,False,False,False,False,7.1842213,1.0648389,2.5368984,0.9998522460651108,0.9994922754569636,0.9999836844077672,2.1251,2.0519,0.1127,0.0795,34.6746,33.239,3.4515417
6530.8955,0.0,False,True,False,False,False,True,True,True,True,True,10.267736,0.06687237,15.298956,0.9999999933770433,0.9710207788810262,0.999985262706319,-1.4344,-0.0659,-2.2553,-0.8709,34.7508,19.6733,5.282533
5598.9604,0.0,True,True,True,False,False,True,True,False,True,True,11.479186,14.568616,0.7447923,0.9999827558164772,0.9999999716931699,0.9999549987307477,-0.2194,-1.4802,-1.0731,-2.4712,21.9517,35.2465,4.5488715
6152.4575,0.0,False,True,False,False,False,True,True,False,True,True,8.796341,1.0362502,0.12150456,0.9998122518794916,0.999965142430762,0.9997209946578581,1.8344,1.8081,0.6858,0.8068,58.1249,58.9844,6.743296
4686.555,0.0,True,False,False,True,False,True,True,True,True,True,18.731998,3.0810924,4.569992,0.9999910579295146,0.9998713363916103,0.999992416607585,-1.6281,-1.5086,-1.1204,-1.0887,30.4226,29.206,12.863953
5132.8296,0.0,True,False,False,False,False,True,True,True,True,True,12.808949,6.1347303,2.9875994,0.9999755135448904,0.99998381555615,0.9999787205596333,-0.8569,-1.0541,-0.7459,-0.8495,23.05,26.1497,22.455713
52482.812,0.0,False,False,False,False,False,True,True,False,False,False,22.072165,0.7678954,-0.46411628,0.9998490165014787,0.9999818457739151,0.9999862312418415,-1.4263,-1.6096,-1.0379,-1.1446,28.7919,29.9775,18.394821
5080.979,0.0,False,False,False,True,False,True,True,True,True,True,9.895258,5.4741955,2.1456168,0.9999812098380554,0.9999976146534253,0.999957167676027,-0.4591,-0.7856,-0.5648,-0.6481,19.3126,22.5787,11.5237055
7409.348,0.0,True,False,False,True,False,True,True,True,True,True,24.791414,-0.31166548,4.25696,0.9999992937135534,-0.9989795155439325,0.9998992475793291,-2.8023,-2.2375,-1.6655,-1.4354,40.8716,36.3087,13.658038
4668.5483,0.0,False,False,False,True,False,True,True,False,True,False,13.236626,4.8656597,0.7585589,-0.9996181183909835,0.9999996513361132,0.9999992571332267,-0.6172,-1.087,-0.651,-0.8585,21.1017,25.2516,13.22551
4981.034,0.0,False,False,False,False,False,True,True,False,True,False,15.575326,1.3960576,3.0507524,0.9999867835918348,0.998887091381484,0.9999798643308813,-1.0767,-0.9521,-0.8437,-0.7908,25.4984,23.9626,58.19836
5165.8047,0.0,False,False,False,False,False,False,False,False,False,False,22.313145,2.992395,3.5606382,0.9998883833269231,0.999971416679154,0.9999985151855493,-0.0197,-0.0754,1.6573,1.648,21.0011,20.5603,2.78117
-8604.154,0.0,False,False,False,False,False,False,False,False,False,False,8.531333,2.2287571,1.8931978,0.998949822233142,0.9996383590412908,0.9999543293167885,0.0144,0.0317,0.3174,0.3061,99.2532,99.2595,10.245354
7560.929,0.0,True,False,False,False,False,True,True,True,True,True,17.115685,-1.0242087,1.1465398,0.9999950184126888,-0.9976195195199915,0.9999885170383932,3.1127,2.8522,-0.5738,-0.522,-36.4606,-38.5162,12.639157
8279.515,0.0,False,False,False,False,False,False,False,False,False,False,7.1214247,0.94217664,0.19538479,0.9989189063571506,0.9997920943287414,0.9998064653022783,1.7218,1.9109,-0.1118,-0.252,-47.0831,-46.6587,22.490332
5535.393,0.0,False,False,True,False,False,True,True,False,False,False,21.905586,8.87669,3.160285,0.9999826948873937,0.9999876866829017,0.9999808641366357,-0.1382,-0.4177,1.0338,1.4423,41.3459,47.0236,20.324677
5223.911,0.0,False,False,False,False,False,False,False,False,False,False,9.144058,-0.3125588,6.802342,0.9999242449608398,-0.9342128939934765,0.9998629904645766,-0.9079,-0.0288,-0.4955,-0.1704,44.0035,36.911,5.457763
5504.136,0.0,False,False,False,False,False,False,False,False,False,False,3.5461984,7.1221647,2.597348,0.9999299541866926,0.9999912643780312,0.9999801648017826,1.489,1.9161,0.1308,0.3599,51.2551,55.7485,10.819248
5305.1636,0.0,False,False,False,False,False,False,False,False,False,False,5.533285,0.4270668,2.3001747,0.9999962026720833,0.9998882590232891,0.9999005744946596,1.5957,1.4013,0.1789,0.1489,52.8857,50.9886,1.5828929
5139.939,0.0,False,False,False,False,False,False,False,False,False,False,7.46087,1.1002322,1.5911143,0.9998960333658508,0.9995915328571356,0.9999787814241173,1.7112,1.6661,0.2096,0.2097,54.1487,53.6249,9.1243
5642.0054,0.0,False,False,False,False,False,False,False,False,False,False,24.807901,1.095611,13.99775,0.999997767110015,0.9999780127218472,0.9999882506526463,1.7478,1.616,-0.6736,-0.3412,100.0454,86.8888,11.502968
4837.109,0.0,True,False,False,False,False,True,True,False,True,True,18.3631,3.507191,3.6943715,0.999921886222667,0.9999591513573268,0.9999779873223376,2.321,2.2061,1.5078,1.5198,76.2129,75.8832,4.5956845
5912.462,0.0,False,False,False,False,False,False,False,False,False,False,24.942192,3.5555136,1.9285529,0.9999278947781268,0.9999686993150682,0.9999922729544037,2.5791,2.7989,1.787,1.9077,80.8462,82.4638,2.5625908
6203.572,0.0,False,False,False,True,False,True,True,False,True,True,22.793676,0.69423926,3.0634587,0.9999963672652286,0.9999881241772436,0.9999864779325971,-0.3698,-0.3081,-0.5956,-0.5811,59.9377,57.7685,4.973299
4976.2637,0.0,False,False,False,False,False,False,False,False,False,False,14.023543,7.159255,5.3688855,0.9999601693646193,0.9999778108194642,0.9999888612146632,-0.0395,-0.274,-0.4716,-0.4457,53.6559,55.4704,7.763557
5705.6045,0.0,False,False,False,False,False,False,False,False,False,False,25.902126,2.184604,1.1860864,0.9996270969755907,0.999991184669246,0.9999928686151224,-0.4343,-0.5202,-0.6684,-0.6918,61.1198,62.3386,10.584574
4698.933,0.0,False,False,True,False,False,True,True,True,True,True,23.067162,1.1511308,5.434046,0.9999975212813972,0.9970854533167743,0.9999976805490198,-0.4753,-0.3118,-0.7249,-0.5699,62.7525,58.4575,5.2258067
5199.5615,0.0,False,False,False,False,False,False,False,False,False,False,18.091898,3.5475838,-0.23239602,-0.9996136938226038,0.9999870268754121,0.9999260469012824,2.8579,3.2462,2.3339,2.8801,63.1271,66.8908,3.7898273
5471.921,0.0,False,True,False,False,False,True,True,False,False,False,8.088419,0.70894253,2.048164,0.9999779604454406,0.9998096164087295,0.9999804158877047,1.9415,1.8161,1.4159,1.1975,55.5636,54.2486,9.05874
5401.6074,0.0,False,False,False,False,False,False,False,False,False,False,30.473225,2.053338,0.5444288,-0.9957483176799187,0.9998398017426053,0.9999965186587016,-0.9625,-1.1327,0.4767,0.4744,-52.4579,-50.5407,5.8770785
5283.3755,0.0,False,False,False,False,False,False,False,False,False,False,15.672766,6.6073766,4.9393373,0.9999779250374686,0.9999867125408364,0.9999926897240451,-0.8747,-0.7893,-0.6334,-0.5216,-14.3506,-12.6782,15.389559
5089.1616,0.0,False,False,False,False,False,False,False,False,False,False,22.246319,7.317119,3.6959522,0.9999914003347905,0.9999664669288678,0.999989315462547,-1.1961,-1.6094,-0.7474,-0.7533,-8.8905,-5.4586,6.280058
5564.993,0.0,False,False,False,False,False,False,False,False,False,False,17.61238,-0.66104007,1.5206667,0.9999876987909299,-0.9995720776508461,0.9999895394734537,-0.6303,-0.4777,-0.5081,-0.4382,-15.8233,-18.0162,14.37095
23948.47,0.0,True,False,False,False,False,True,True,False,True,True,8.498237,-0.060188256,0.33239108,0.9995319263701633,-0.2942748911245045,0.9999933354031993,1.4604,1.44,-0.4402,-0.3989,45.8201,45.4424,7.560536
5135.689,0.0,True,False,False,False,False,True,True,False,False,False,15.248804,6.8443356,5.895573,0.9999780822389105,0.9999578928946246,0.9999895395177769,2.3548,2.4463,-1.1945,-1.2787,58.0787,58.9875,7.2116227
5346.63,0.0,True,False,False,False,False,True,True,True,True,True,13.720089,2.7234063,0.63262236,0.9979188456027068,0.9999984712344688,0.9999971587941904,1.8582,2.0383,-0.7373,-0.9133,51.2007,53.4228,8.076786
318724.4,0.0,True,False,False,False,True,True,True,False,True,False,32.009678,0.2817849,-1.9050635,-0.99981455787416,0.999938282476426,0.9999988580645266,3.0781,3.2109,-1.7471,-1.8571,67.013,68.9927,13.486683
5024.8633,0.0,False,False,False,False,False,False,False,False,False,False,31.063612,2.4006112,4.151916,0.9999965489852791,0.9999927543168201,0.9999643828383049,3.4366,3.3082,-1.9994,-1.9156,72.0878,70.3515,16.780947
6277.3877,0.0,True,False,False,False,False,True,True,True,True,True,9.166055,-0.39383134,6.408929,0.999999145500586,-0.9864870619595946,0.9999898258812732,1.9788,1.4467,-0.7938,-0.4184,52.5238,45.743,1.6603969
4989.4404,0.0,False,True,False,False,False,False,False,False,False,False,13.074356,1.8992302,0.2510443,0.9982139957363093,0.9999744443410092,0.9999867985695993,1.2893,1.3721,-1.0531,-1.1284,-3.0717,-1.4768,9.428085
-172394.88,1.0,False,False,False,True,False,True,True,True,True,True,-11.771159,1.9690351,-1.8155504,0.99932541712995,0.9999827703422391,0.9999589977647063,1.7788,1.9199,0.8169,0.9499,35.3308,36.8884,8.807082
5179.484,0.0,False,False,True,False,False,True,True,False,True,False,12.5183325,2.0117974,3.02194,0.999922571572052,0.9999795983912562,0.9999549794265108,2.3386,2.3748,1.3658,1.2698,41.6079,40.5148,9.2313175
5619.773,0.0,False,False,False,False,False,False,False,False,False,False,19.938978,1.8821857,1.9305141,0.9999796912559868,0.9998285478799633,0.9999953222427819,1.1667,1.217,-1.7589,-1.6831,-5.8968,-5.9428,5.166565
6757.959,0.0,True,False,False,False,False,True,True,True,True,True,13.755332,15.805418,-0.35077238,-0.9982712314426015,0.9999999762397161,0.9999965039078016,1.0521,1.351,-0.9753,-2.4697,-14.5371,1.7237,4.202073
4982.56,0.0,False,False,False,False,False,False,False,False,False,False,10.834228,4.821028,2.3976552,0.9999858611510123,0.9999848823454508,0.9999356512015893,1.1043,1.0432,-1.015,-1.1786,-14.5805,-11.9773,9.061476
5079.5356,0.0,False,False,False,False,False,False,False,False,False,False,13.554316,7.762637,2.7005897,0.9997995451146382,0.99993217926447,0.999975081223524,-1.2315,-1.6148,0.7586,0.8163,-25.674,-20.6201,4.118264
5318.0244,0.0,True,True,False,False,False,True,True,True,True,True,16.955482,13.885682,2.4151812,0.9999610829413665,0.9999999016470102,0.9999943372218996,0.5256,0.3076,1.1862,1.6515,-25.4709,-13.9094,8.151672
4726.275,0.0,True,True,False,False,False,True,True,True,True,True,33.777027,2.5985534,-1.1942161,-0.9998867507489096,0.9999881646706114,0.9999960931825089,0.2805,0.2395,1.9562,2.1315,-11.1202,-8.09,12.816249
5172.847,0.0,True,False,False,False,False,True,True,True,True,True,22.585651,0.6149084,2.9575057,0.999969769118425,0.9995926742865109,0.9999986148253717,-0.6969,-0.5558,-0.625,-0.5525,64.0673,61.7233,5.168487
4984.315,0.0,False,False,False,False,False,False,False,False,False,False,13.814696,2.103508,3.42745,0.9999719149867428,0.9999947429919445,0.9998599860313183,0.2273,0.2853,2.2513,2.2865,23.1505,21.7176,3.5912664
4799.136,0.0,False,False,False,False,False,False,False,False,False,False,26.580711,2.0863872,1.7246441,0.9996146954714145,0.9999921647574862,0.9999853888417435,-0.1121,-0.2379,3.8516,3.9318,34.0138,34.3493,9.996046
6466.3936,0.0,False,True,False,False,False,True,True,False,True,False,16.269674,7.7137766,2.103183,0.9995354043742739,0.9999971868933183,0.9999981729116969,1.6007,1.735,1.2004,1.4755,49.5655,55.1653,2.2937355
5126.012,0.0,False,True,False,False,False,False,True,False,False,False,4.0939474,7.7460065,5.516823,0.9999882479628528,0.9999998367201985,0.9999533850569943,1.3356,1.2684,0.6744,0.7342,40.8005,43.0119,2.4573994
5331.849,0.0,False,True,False,False,False,True,True,False,True,False,65.44954,4.7445784,4.334181,0.9999998282120031,0.9999942088778255,0.9999766353238593,3.5671,3.5582,4.1657,4.0494,100.7935,101.1965,9.225485
59875.273,0.0,False,False,False,False,False,False,False,False,False,False,6.63008,-0.12125834,0.9982438,0.9998479308346317,0.999414454632012,0.9999271849871274,0.9429,0.977,0.9827,0.9015,11.2326,10.4209,12.512605
6035.205,0.0,False,False,False,False,False,False,False,False,False,False,43.546444,0.34141293,2.0907593,0.9999730023103958,0.999087273355318,0.9999600026412302,1.9582,1.8157,5.4826,5.3447,49.3653,47.5707,5.4747105
5381.5195,0.0,True,False,False,False,False,True,True,False,True,True,9.859448,39.366295,11.825549,0.9998531068105782,0.9999995539709067,0.9999777123434002,1.1458,1.4742,-0.7731,-2.654,-9.1242,18.4101,2.743262
6163.9253,1.0,False,False,False,False,False,False,False,False,False,False,22.021223,2.3073356,4.9942913,0.9999833646514473,0.9996886547510351,0.9999595577319002,1.2482,1.1866,-1.2762,-1.0713,-3.6205,-7.2197,7.8423324
5104.3877,0.0,False,False,False,True,False,True,True,True,True,True,22.177753,0.10215845,3.9114196,0.9999691722888027,-0.9790953887357832,0.9999991332100376,3.2684,2.8607,1.7406,1.4245,50.3119,46.6827,4.238503
5451.296,0.0,True,True,False,False,True,True,True,True,True,True,54.74695,3.89786,0.92197186,0.9999381288238898,0.9999909986058658,0.9999964698403366,2.4313,2.4795,-4.5621,-4.7718,98.351,101.3041,12.805088
5453.0156,0.0,True,True,False,False,False,True,True,False,False,False,38.86781,0.47278178,11.036292,0.9999997745100269,-0.9987666217227065,0.9999985629215309,2.2509,1.952,-4.0298,-3.1402,92.4654,81.4884,12.697719
5068.73,0.0,True,False,False,True,False,True,True,False,False,True,21.5468,1.8168329,5.377104,0.9999273969883294,0.9999940611658111,0.9999787482550503,1.5994,1.5712,-2.1599,-1.9025,69.5702,66.4068,10.235299
6242.047,0.0,False,True,False,True,False,True,True,True,True,True,13.995814,-0.7201279,6.047124,0.9999996979938794,-0.9995438563314971,0.9999871239171811,1.4431,1.2727,-1.6221,-0.9886,62.8165,56.0753,4.0545697
