Bp_ConsBp_seq_M,Bp_ConsBp_seq_status,Bp_L0HadronDecision_TOS,Bp_L0HadronDecision_TIS,Bp_L0MuonDecision_TIS,Bp_L0ElectronDecision_TIS,Bp_L0PhotonDecision_TIS,Bp_Hlt1TrackMVADecision_TOS,Bp_Hlt1TwoTrackMVADecision_TOS,Bp_Hlt2Topo2BodyDecision_TOS,Bp_Hlt2Topo3BodyDecision_TOS,Bp_Hlt2Topo4BodyDecision_TOS,Bp_ConsBp_seq_decayLength,Bp_ConsBp_seq_tauminus_0_decayLength,Bp_ConsBp_seq_tauminus_decayLength,taup_DIRA_ORIVX,taum_DIRA_ORIVX,Bp_DIRA_OWNPV,taup_ENDVERTEX_X,taum_ENDVERTEX_X,taup_ENDVERTEX_Y,taum_ENDVERTEX_Y,taup_ENDVERTEX_Z,taum_ENDVERTEX_Z,Bp_ConsBp_seq_chi2
4708.059,0.0,True,False,False,False,False,True,True,False,True,True,16.624226,3.181734,-0.21097404,-0.999754563345829,0.9999710720903843,0.9999860593394946,-0.4024,-0.681,-1.0384,-1.2751,18.4085,21.7782,3.210885
4869.7144,0.0,False,False,False,False,False,False,False,False,False,False,17.612305,0.54961365,2.036763,0.9999337224029109,0.999624691408366,0.9999919202483019,-0.6147,-0.5619,-1.2862,-1.1877,21.6923,20.2637,5.817571
5539.1074,0.0,False,False,False,False,False,False,False,False,False,False,15.166504,2.0313444,0.7479884,0.9999014193613603,0.9999966147507899,0.9999960234147564,-0.393,-0.4689,-1.0311,-1.0708,17.9016,19.1708,5.867469
5262.8,0.0,True,False,False,False,False,True,True,True,False,True,9.076803,3.8134582,8.158664,0.9999417807073626,0.9999709492773294,0.9998592045420476,-0.3078,-0.1481,-1.0559,-0.7724,19.2258,14.905,2.9169354
7905.0845,0.0,False,False,False,False,False,False,False,False,False,False,22.533564,-0.9520466,0.39742544,0.9885273198970829,-0.992995999461931,0.9999516233036656,-0.8605,-0.8648,-1.4443,-1.438,24.4088,23.9124,20.654396
4859.625,0.0,False,False,False,False,False,False,False,False,False,False,48.585327,1.3061745,2.7648754,0.9999828627055131,0.9996786801055744,0.9999947593385137,-3.4571,-3.2492,0.3588,0.385,48.5295,47.1707,5.5815234
5711.5435,0.0,False,False,False,False,False,False,False,False,False,False,21.907442,2.2433162,4.035388,0.9999496411449276,0.9999856180374075,0.9999919871072279,-1.3027,-1.174,0.145,0.2774,23.2148,21.4127,7.6459403
5588.18,0.0,False,False,False,False,False,False,False,False,False,False,18.466084,6.551889,1.638122,0.9997184939864585,0.9999959112645826,0.9999879865703825,-0.8549,-1.2849,0.1776,0.2366,17.2344,22.2525,16.033585
5234.475,0.0,False,True,False,False,False,True,True,True,True,True,45.306835,0.6587189,0.6489177,0.9997155593997229,0.9999621194406016,0.9999824673230736,-0.78,-0.813,5.1559,5.1183,59.5469,59.5895,11.250083
5127.467,0.0,True,True,False,False,False,True,True,True,True,True,7.657946,3.9017372,2.3125331,0.9999972384982343,0.9999672277225556,0.9999924847119175,0.4261,0.4622,1.2912,1.4235,23.7152,25.3113,11.030242
4759.444,0.0,False,False,False,False,False,False,False,False,False,False,20.146626,7.39675,5.3242755,0.9999912594281473,0.9999971721218303,0.9999967147005426,-0.8729,-0.9419,-0.2375,-0.1327,37.2222,39.3092,6.124359
3864.2031,0.0,False,False,False,False,False,False,False,False,False,False,58.27745,1.300838,0.23486243,0.9996348492768,0.9996819767105892,0.9999959014100772,-3.0867,-3.1654,-0.6742,-0.6839,70.369,70.9364,14.709453
5224.879,0.0,True,False,False,False,False,False,True,False,False,False,9.109215,4.6332936,5.821036,0.9999929948075181,0.9999905606538545,0.9999948690168414,-0.0889,-0.1522,-0.0426,-0.043,26.6842,25.5352,3.7898533
9888.619,0.0,False,False,False,False,False,False,False,False,False,False,37.245552,-0.63392866,0.21124637,-0.9999660795220746,-0.9997499801100506,0.9999925506476366,-1.672,-1.5763,-0.3865,-0.3727,49.1743,48.3715,10.162917
5105.3496,0.0,False,False,False,False,False,False,False,False,False,False,6.0971527,7.053468,8.980946,0.9997985444860166,0.9999600251275192,0.999935305857434,-0.0076,0.1519,-2.2175,-1.4666,-73.1737,-74.9974,2.4850886
5075.7524,0.0,False,False,False,False,False,False,False,False,False,False,14.408697,0.87619686,-0.49567175,0.994067302555785,0.9999924421444002,0.9999637486038444,0.119,0.0719,-1.7984,-1.9819,-73.9282,-72.8739,9.524287
6971.351,0.0,False,False,False,False,False,False,False,False,False,False,49.289772,-3.5650485,2.9579089,-0.9408754073960818,-0.9999933030290152,0.9999984876442858,0.848,0.8706,-0.9062,-0.7756,61.6802,56.1978,2.6257944
5015.766,0.0,False,False,False,True,False,True,True,False,False,False,6.8887997,3.6842682,0.11434878,-0.9989503503307054,0.9999737440747516,0.9999147230328759,-0.0659,-0.4051,0.9657,1.3922,64.4427,68.0435,8.6399765
5566.2827,0.0,False,False,False,True,False,True,True,False,False,False,9.894216,3.3546574,-0.07219558,0.9998089969330161,0.9999680860949438,0.9999988025026819,-0.4483,-0.6329,1.3264,1.7112,67.2736,70.6685,16.235641
5298.002,0.0,False,False,False,True,False,True,True,False,False,True,12.03867,2.0710974,4.9798555,0.9999520629943125,0.9998199051530002,0.9998704336063642,-1.248,-0.953,2.0139,1.9063,74.4216,71.5012,19.45067
4895.2256,0.0,False,False,False,False,False,False,False,False,False,False,33.80373,18.212559,2.7538023,0.9997771192998998,0.9999984967942224,0.9999928757200326,1.3017,1.4176,3.5634,4.8537,24.1289,39.4561,12.513857
5366.909,0.0,False,False,False,False,False,False,False,False,False,False,14.504587,2.624373,2.170236,0.9999906877587313,0.9999997357434945,0.9999736202102665,1.0523,1.0849,1.7093,1.7043,4.2576,4.709,2.6700215
5386.526,0.0,True,False,False,False,False,True,True,True,True,True,11.793175,2.6636837,14.42568,0.9999973621752279,0.9999463285314558,0.9999975122866349,1.0707,1.0651,2.3704,1.5187,13.8587,2.109,4.5780582
5397.457,0.0,False,False,False,False,False,False,False,False,False,False,30.388401,7.4019465,3.6711793,0.9999985713178553,0.9999992026902522,0.9999981540075791,-1.46,-1.683,-0.0518,0.0023,-46.7771,-42.8532,8.483748
5045.1704,0.0,True,False,False,False,False,True,True,True,True,True,19.764454,11.654494,0.4223202,0.9981126263269927,0.9999885360383539,0.9999704833875929,-0.4695,-1.3375,0.0571,-0.0566,-60.3888,-49.184,12.870623
3006.3677,1.0,False,False,False,False,False,True,True,False,True,True,29.145674,0.15690958,-2.7819407,0.9999996156268017,0.9999891940319534,0.9999870718536196,-1.5446,-1.2583,-0.0862,-0.0061,-44.551,-49.1215,9.079661
5286.293,0.0,False,False,False,False,False,False,False,False,False,False,18.753063,7.1016717,5.466281,0.9999765877862025,0.9999922513944869,0.9999897381746037,-0.7257,-0.8993,0.0294,0.0762,-56.4397,-54.7637,4.328571
4980.472,0.0,True,False,False,False,False,True,True,True,False,False,24.698292,3.6206248,9.267665,0.9999920955631033,0.9999973182746081,0.9999982442176221,-1.3997,-1.0127,-0.0423,0.0536,-46.8143,-52.5496,4.6977673
5279.785,0.0,False,False,False,False,False,False,False,False,False,False,34.040257,-0.12805688,9.44297,0.9999904723914986,-0.999830110077291,0.9999890223002141,-2.0011,-1.4499,-0.063,-0.0065,-37.1934,-46.7514,11.697818
3763.3652,0.0,False,False,False,False,False,False,False,False,False,False,23.042646,-1.14879,2.1184392,0.9999956769949259,-0.9999609989618331,0.9999995422647051,0.7924,0.7998,-0.9058,-0.7667,4.6738,1.7696,8.002715
4739.867,0.0,False,False,False,False,False,False,False,False,False,False,43.132458,0.6065527,-0.3068698,0.9995376366187343,0.9999940367418503,0.9999932154846526,-2.2766,-2.3611,-1.8279,-1.8247,2.3666,3.2373,11.7581005
5099.5645,0.0,True,True,False,False,False,True,True,False,False,True,36.817116,0.21914259,3.7937503,0.9999848519759322,-0.999975071598066,0.9999929004643399,-3.1781,-2.8501,3.7874,3.4445,88.1025,84.6369,11.129263
5439.904,0.0,True,True,False,False,False,True,True,True,True,True,26.850666,1.945502,7.742308,0.9999940708668476,-0.9999642206469336,0.999997339382002,-2.6241,-2.0222,3.2746,2.694,82.1833,76.3857,6.1505075
5691.9624,0.0,False,False,False,False,False,False,False,False,False,False,9.411255,2.3469727,0.80097985,0.9996415526019597,0.9997187605372007,0.9998742721266632,3.0343,3.252,0.5994,0.7434,-33.8386,-32.3402,23.378199
5508.418,0.0,False,False,False,False,False,False,False,False,False,False,21.970875,0.3593107,2.4730098,0.9999786027759158,-0.9997137152473112,0.9999906129017051,2.1822,2.0471,-0.7196,-0.6268,62.0353,59.9718,3.5084116
4843.4917,0.0,False,False,False,False,False,False,False,False,False,False,15.291908,5.5108566,1.2569592,0.999495629522889,0.9999783838685878,0.9999526704790221,1.7349,2.0278,-0.4386,-0.5984,54.153,58.4424,3.9997778
5496.219,0.0,False,False,False,False,False,False,False,False,False,False,19.48982,3.8094413,1.405509,0.9999113223191952,0.9999972967173452,0.9999929242364917,2.0171,2.0954,-0.5501,-0.6199,58.5439,60.9468,5.0181785
5290.6133,0.0,False,False,True,False,False,True,True,True,True,True,31.325161,7.980956,2.521183,0.999937214163653,0.9999796817428953,0.9999979307618547,1.113,1.1512,2.3015,2.4589,72.9304,78.4122,3.6981802
4585.338,0.0,False,False,False,False,False,False,False,False,False,False,13.311431,1.0767189,3.804213,0.9999538188853719,0.9982752948719745,0.9999392754357463,2.1197,1.8361,-1.6264,-1.258,60.248,57.4994,3.1128602
5965.8184,0.0,False,False,False,False,False,False,False,False,False,False,43.787846,0.15634426,4.547364,0.9999912844365855,-0.99985617515159,0.999998258028703,4.2566,3.8956,-4.5404,-4.232,91.3319,87.0092,16.304962
5208.756,0.0,False,False,False,False,False,False,False,False,False,False,9.708761,1.0551398,2.2587352,0.9999894330813004,0.9999753522032933,0.9999268549359295,1.5964,1.5901,-1.0156,-0.9389,55.1696,54.1957,4.6390038
6190.078,0.0,False,False,False,False,False,False,False,False,False,False,34.177876,2.1349266,0.7729921,0.9999387981650099,0.9999969586465136,0.9998951044994407,0.2331,0.207,3.5009,3.6394,52.1655,53.5449,6.689884
5329.51,0.0,False,False,False,False,False,False,False,False,False,False,9.374791,0.7586061,5.2323804,0.9999959896141096,0.9992530449169691,0.9999854659436571,0.548,0.7094,1.5443,1.062,31.9168,27.3105,3.2636678
5311.074,0.0,True,False,False,False,False,True,True,False,True,True,46.08554,17.704378,1.4932766,0.9999235686709572,0.9999903617354547,0.9999473533502476,3.6893,4.5365,-1.6278,-2.1315,66.6198,82.7099,4.942744
5765.5444,0.0,True,False,False,False,False,True,True,False,True,True,21.773209,0.90370476,3.00149,0.9999717059668803,0.9999583378794461,0.9999775565445113,2.4563,2.3008,-1.5158,-1.4226,107.4474,105.3522,9.409766
4711.296,0.0,False,False,False,False,False,False,False,False,False,False,14.774972,8.014362,20.91352,0.9999873392839511,0.9999964844238661,0.999971583100988,-0.0046,0.0388,1.0206,0.8699,47.577,34.6464,1.2943815
165823.98,0.0,False,False,False,False,False,False,False,False,False,False,12.891534,0.5748035,-0.19057931,-0.9954533347764252,0.9999057389363792,0.9999982901358304,1.8228,1.8891,0.8716,0.9658,-28.6326,-27.7249,8.95469
-3792.8137,1.0,False,False,False,False,False,False,False,False,False,False,7.670552,-1.0332472,-0.32658938,0.9974345934104462,0.999996737752505,0.9999607146578176,1.2698,1.4297,0.4397,0.6653,-35.5942,-33.2207,4.4671226
4534.8076,0.0,False,False,False,False,False,False,False,False,False,False,13.677215,23.849594,1.9086148,-0.9991876839827962,0.9999844915416214,0.9999794344265814,-0.0535,-1.012,1.1598,2.6274,-80.2049,-58.3445,17.094664
25421.47,1.0,False,False,False,False,False,False,False,False,False,False,22.26201,4.5874724,4.647674,0.9980567344461224,0.9998934377255868,0.9999983180156797,-0.5326,-0.7099,1.8427,1.9049,-70.2348,-69.3668,5.515903
5239.6836,0.0,False,False,False,False,False,False,False,False,False,False,18.958912,7.067042,1.0514909,0.999968857480906,0.9999908858821697,0.9999783143076484,-0.3089,-0.5748,1.4737,1.6955,-75.7907,-69.8165,3.8921826
4746.0605,0.0,False,True,False,False,False,True,True,False,True,True,11.53947,3.1298974,8.137619,0.9999987490082549,0.9998596340557009,0.9999392956253962,-0.2435,0.0183,1.5409,1.0356,-76.1114,-81.17,4.6486654
6216.4634,0.0,True,True,False,False,True,True,True,True,True,True,23.68154,1.3916992,2.2172601,0.9999471752920532,0.9998732773159867,0.9999823956438948,0.8704,0.8593,-4.7706,-4.624,34.6523,33.9398,6.4164033
5323.633,0.0,False,False,False,False,False,False,False,False,False,False,36.805405,3.6466236,2.2557156,0.9999803215805679,0.9999360338838092,0.9999948620531198,-1.4295,-1.4021,0.598,0.6127,29.9708,31.3779,7.3300195
7835.3906,0.0,False,True,False,False,False,True,True,False,True,True,24.141382,1.2772352,0.7208091,0.9966103852333422,0.9998223350765567,0.9999999815151017,-0.4611,-0.4906,-0.7978,-0.7945,-78.7048,-78.0046,9.444448
5172.341,0.0,False,False,False,False,False,False,False,False,False,False,49.006557,1.3530643,0.24896605,-0.999762413032194,0.9999986114654488,0.9999791246298597,-1.6998,-1.7515,-1.6639,-1.7284,-54.2403,-53.0342,10.865036
5348.2573,0.0,True,True,False,False,False,True,True,True,True,True,19.06563,-1.1082325,7.1781244,0.9999981113379471,-0.9970431759153762,0.9999915252685364,-0.527,-0.0957,-0.7459,-0.588,-77.0646,-85.2805,9.094047
5727.8003,0.0,False,False,False,False,False,False,False,False,False,False,39.777973,4.0853276,1.992341,0.9999520192062483,0.9996427044910314,0.9999968839695841,2.2854,2.314,-1.9994,-2.059,-6.4935,-4.5148,8.497703
6026.806,0.0,True,False,False,False,False,True,True,False,True,True,6.828667,1.0305544,0.25225288,0.9998918259666354,0.9999755791739579,0.9998450140039782,1.4845,1.4883,1.3166,1.47,-7.5697,-6.7819,14.118577
4079.2751,0.0,False,False,False,False,False,False,False,False,False,False,6.7112274,0.11588188,2.8865645,0.9998373720881321,0.9986754281413011,0.9999229550525734,0.4138,0.4565,0.3837,0.2669,-26.8648,-29.8176,6.032108
4976.609,0.0,False,False,False,False,False,False,False,False,False,False,34.302242,15.322828,1.2025725,0.999911482100056,0.9999989665262287,0.9999962042349501,2.0384,2.4413,0.6121,0.8114,-30.7041,-16.5598,4.585292
5183.379,0.0,True,False,False,False,False,True,True,False,True,True,42.622913,3.0741234,7.8434205,0.9999971478137663,0.9999948443080231,0.9999966501526966,2.5585,2.3682,0.9049,0.7687,-15.8463,-20.6106,3.5379484
5271.368,0.0,False,False,False,False,False,False,False,False,False,False,21.1979,1.5440207,2.6491446,0.9999973629804012,0.9999157742143949,0.9999948129879934,1.6736,1.6128,0.4506,0.4115,-42.3921,-43.3878,8.55894
4669.551,0.0,False,False,False,False,False,False,False,False,False,False,15.620821,2.2170966,0.1391917,-0.9869821236861314,0.9999915711676229,0.9999535296707086,1.0948,1.0551,-2.0243,-2.273,67.2255,69.2112,10.267891
4868.777,0.0,False,False,False,False,False,False,False,False,False,False,52.795696,1.5239776,0.8648713,0.9999753379999741,0.9999897340642201,0.999952533539905,4.7881,4.8812,0.7224,0.7283,-3.0401,-2.4556,6.2265697
6989.4854,0.0,False,False,False,False,False,False,False,False,False,False,17.197346,6.9155607,17.030075,0.9999969423190943,0.9999105852304293,0.9999775065045112,3.3958,2.5181,0.296,0.4966,-22.3862,-33.3274,12.28953
49400.44,0.0,False,False,False,False,False,False,False,False,False,False,46.945396,0.32807457,-0.3607522,-0.9990757089664418,0.9972216851493452,0.9999753632264194,4.2733,4.3477,0.6144,0.6372,-10.3213,-9.4099,2.2009394
5115.6533,0.0,False,False,False,False,False,False,False,False,False,False,12.655982,3.754906,0.62262976,0.9998694736175285,0.9999846816313304,0.9999952744486074,1.8217,2.0628,0.3002,0.328,-43.15,-40.204,5.6867914
5316.6157,0.0,False,False,False,False,False,False,False,False,False,False,31.567461,3.8168235,1.3234107,0.999565513622886,0.9999050170614776,0.9999581917335915,-2.1625,-2.3466,0.1422,0.2646,1.7301,4.2084,9.960828
5889.8916,0.0,False,True,False,False,False,True,True,True,True,True,20.667282,1.7114968,6.039472,0.9999987645033647,0.9998633586548664,0.9999673322780186,-1.5576,-1.1546,0.334,0.0666,-4.4392,-8.9151,6.4859376
4761.747,0.0,False,False,False,False,False,False,False,False,False,False,19.396633,2.5179343,2.6585863,0.9998403737958718,0.9999536789276892,0.9999774127949738,-1.1301,-1.1561,0.0915,0.14,-8.9496,-9.1961,6.1886497
5308.782,0.0,False,False,False,False,False,False,False,False,False,False,7.7817883,1.3764794,2.0099967,0.9999803148808626,0.9999643013402143,0.9999371338478602,-0.0288,0.0637,0.6848,0.6907,-49.1666,-49.7894,4.9572425
5303.0073,0.0,False,False,False,False,False,False,False,False,False,False,9.202288,0.15641959,3.7668586,0.9999877617543493,0.9953186107692138,0.9999783721701413,-0.3024,0.0334,0.9099,0.6825,-46.0331,-49.5869,1.6027597
5316.0713,0.0,False,False,False,False,False,False,False,False,False,False,4.9762087,1.0738302,0.15826248,0.9995136094992955,0.9998964386403147,0.9999201208635456,0.2368,0.0746,0.2413,0.2279,18.4651,19.3943,5.0079637
4857.7744,0.0,False,False,False,True,False,False,True,False,False,False,3.0248752,3.6563244,5.129765,0.9999354351054204,0.9998850302062037,0.9996117507118968,1.6237,1.5494,-0.1577,-0.0127,-29.1113,-30.5824,2.138076
5469.283,0.0,False,False,False,False,False,False,False,False,False,False,9.980509,3.273597,0.37873197,0.9999877051816077,0.9999999278797057,0.9999988596730646,1.8524,2.0831,-0.1986,-0.3792,-26.9458,-24.0568,8.050958
5254.824,0.0,False,False,False,False,False,False,False,False,False,False,11.85787,7.5095606,-0.96369964,0.9742659391828079,0.9999776585714881,0.9998959334748562,0.1744,-0.4725,0.6315,0.8573,11.1041,19.4878,10.740776
5493.2456,0.0,False,False,False,False,False,False,False,False,False,False,71.220116,3.3698432,5.0325537,0.9999717546681804,0.9999321155691583,0.9999566383803161,-4.2218,-4.0039,3.4999,3.4679,75.9769,74.5223,9.723787
5198.927,0.0,False,False,False,False,False,False,False,False,False,False,19.50131,0.82347375,3.2316508,0.9999904151136881,0.9999634634944145,0.9999986788279636,-0.6478,-0.5428,1.162,0.9999,22.826,20.4326,3.0240815
-14647404.0,1.0,False,False,False,False,False,False,False,False,False,False,374.09283,-341.60645,-529.9694,0.9999974539127414,0.999981794517934,0.9999918171375894,0.6477,0.7113,2.5551,2.2452,73.1431,60.8729,13.120613
5113.18,0.0,False,False,False,False,False,False,False,False,False,False,34.360653,10.940293,3.1695414,0.9999931557991281,0.9999922723152425,0.9999737503861639,-0.9977,-1.237,1.9314,2.1349,21.8408,29.6644,3.9395435
4493.858,0.0,False,False,False,False,False,False,False,False,False,False,40.950703,14.011542,4.7155004,0.9999714854657854,0.9999992863354642,0.9999928528261556,-2.2638,-2.7354,0.5902,0.7788,128.1018,137.2197,4.6421456
5202.764,0.0,True,False,False,False,False,True,True,False,True,True,15.142155,-0.11168154,6.733902,0.9999835179704705,-0.9999959508576144,0.9999961405145156,-0.5814,-0.1559,0.3978,0.267,104.2071,97.3481,5.7878375
5391.9536,0.0,False,False,False,False,False,False,False,False,False,False,20.301865,5.0907364,1.6539533,0.9999979284515117,0.9999987908112641,0.9999990446865253,-0.6131,-0.8693,0.357,0.3477,104.2691,107.6935,1.6510979
5454.1743,0.0,True,False,False,False,False,True,True,False,True,True,68.87367,7.3898463,4.951059,0.9999776454220758,0.9999986199669898,0.9999947883455564,-4.2139,-4.2569,0.9569,0.9323,156.1385,158.5182,11.792371
9083.818,0.0,True,False,False,False,False,True,True,False,True,True,27.121069,-0.12534222,1.1010128,0.9998353513748466,-0.997951602527391,0.9999982988116616,-1.0308,-0.9383,0.3846,0.4016,110.5162,109.0948,2.673268
5760.219,0.0,False,False,False,False,False,False,False,False,False,False,17.82431,7.3161383,0.67489046,0.9999089699063927,0.9999993088583288,0.9999888119011682,0.064,-0.1321,-1.619,-2.2266,38.0112,44.842,12.165352
5771.4326,0.0,True,True,False,False,False,True,True,False,False,True,10.746117,4.738868,5.5921583,0.9999798602941012,0.9999884771226254,0.9999505031178393,-0.2164,-0.1464,1.7078,1.5241,16.4834,15.5984,13.6135435
5828.7163,0.0,False,False,False,False,False,False,False,False,False,False,32.788067,4.017035,-2.714949,-0.9998595589060908,0.9999991502791331,0.9999835977234588,-0.9598,-1.3739,2.878,3.4789,30.1986,37.1752,15.314389
5267.6294,0.0,False,False,False,False,False,False,False,False,False,False,9.012838,0.15820362,-3.2179918,-0.9999817680119265,0.9998517482986657,0.9999225878922039,0.3695,0.2553,0.0099,-0.1724,55.1982,58.5016,1.9170866
5368.525,0.0,False,True,False,False,True,True,True,False,False,False,13.940053,4.703893,2.443188,0.9996903451982192,0.9999010440213054,0.999997638460759,-0.0309,-0.1224,-0.1094,0.0432,57.6067,60.0192,3.0008347
5478.704,0.0,False,False,False,False,False,False,False,False,False,False,5.165566,1.3317065,4.4505982,0.9999929542938563,0.9993197673856111,0.9999424315709075,1.6431,1.4203,0.8224,0.5683,-45.5865,-48.7527,7.5810585
4685.335,0.0,False,False,False,False,False,False,False,False,False,False,21.944855,4.6729493,2.744479,0.9999975359882467,0.9998918402649245,0.9999742308102437,2.0722,2.2859,-2.7371,-2.9327,29.8998,31.7999,8.620496
5343.6157,0.0,False,True,False,False,False,True,True,True,False,False,7.0302696,3.9247649,7.905438,0.9999935354329575,0.9999920522206465,0.9998130951029426,1.669,1.305,-1.7637,-0.994,20.2085,16.2469,7.5877395
5081.2153,0.0,False,False,False,False,False,False,False,False,False,False,8.9584055,1.7185688,1.4584798,0.9999191295350708,0.9998603067497345,0.9999659870613319,0.2042,0.1782,0.072,0.1128,32.5358,32.7769,6.7328777
5095.738,0.0,True,False,False,False,False,True,True,False,False,False,5.340095,3.8607175,1.2732034,0.9999939393011493,0.9999998875823042,0.9999616878016453,-0.1451,-0.621,-0.63,-0.9403,-26.6983,-24.1754,5.5717955
5348.8423,0.0,False,False,False,False,False,False,False,False,False,False,27.016539,7.340414,4.280149,0.9999903693312686,0.9999998958422542,0.9999975507565568,2.071,2.0974,-0.469,-0.4146,-42.2495,-39.2102,6.3642206
6099.3076,0.0,False,True,False,False,False,True,True,True,True,True,15.600825,0.3330754,-3.5372038,-0.9999540234194385,0.9998332047616877,0.9999767001263492,1.1361,1.2285,-1.0626,-1.4823,10.8153,14.6398,14.596717
5035.249,0.0,False,True,False,False,False,True,True,False,False,False,38.404594,11.116069,2.9925244,0.9999952002551713,0.9999999925825451,0.9999888127785064,1.9163,1.9214,-4.1752,-4.7772,40.1371,47.9517,13.1911
5380.876,0.0,True,True,False,False,False,True,True,True,True,False,4.5526657,2.8109343,8.073168,0.9999997663071724,0.9998817021501183,0.9999989705427902,1.2812,1.0282,-1.0012,-0.6,11.2669,6.0345,2.8273082
5809.4995,0.0,False,True,False,False,False,True,True,False,True,True,17.434067,-0.58539546,0.9381806,0.999968022617135,-0.9919925189842522,0.9999596336132767,1.3357,1.3209,-1.6749,-1.5597,16.937,15.6233,8.199821
5455.2095,0.0,False,False,False,False,False,False,False,False,False,False,23.545267,3.580577,0.09509735,-0.9963179785722599,0.9999924369056691,0.9999544026558468,1.6711,1.8589,1.9162,2.2146,23.5445,27.2754,10.41581
-9497.405,0.0,False,False,False,False,False,False,False,False,False,False,20.419006,5.301668,-1.6300119,0.9995033488114975,0.9999893180778623,0.9999451376624899,1.5702,1.7745,1.5739,1.9874,18.897,25.9073,19.752607
5230.874,0.0,True,True,False,False,False,True,True,False,True,True,22.32095,6.9854293,0.69435656,0.9997495337546092,0.9999809385472417,0.9999563089631807,2.4277,2.8584,2.0105,2.6792,9.0815,15.3952,12.721488
4935.0034,0.0,False,False,False,False,False,False,False,False,False,False,24.053526,12.291063,4.467435,0.9999428580578984,0.9999961968642772,0.9999900864732897,2.8043,3.4516,2.5273,3.0277,14.6953,22.4222,10.147535
5309.7417,0.0,True,True,False,False,False,True,True,True,False,False,54.867065,3.974996,4.685145,0.999981426670327,0.9999923234319261,0.9999996599853761,4.9208,4.9834,5.0739,5.0549,45.5219,44.7783,15.760616
4743.5747,0.0,True,True,False,False,False,True,True,False,False,False,4.141222,9.448162,1.3038713,-0.9192670393949846,0.9999942549838688,0.9999836659016392,1.219,1.7369,0.6045,1.2183,-8.3179,-0.1939,2.5367951
5078.478,0.0,True,True,False,True,False,True,True,False,False,True,37.275867,12.850492,1.2566266,-0.9913188100893083,0.9999985523965793,0.9999967197402265,3.5509,4.2186,3.3273,4.1379,24.686,36.1631,21.206251
5266.2964,0.0,True,False,False,False,False,True,True,False,False,False,45.315704,3.806226,3.4918349,0.9999827413665106,0.9999943704049139,0.9999840334348892,4.2679,4.2983,4.1705,4.1899,34.8022,35.1137,11.5429945
5155.1997,0.0,False,False,False,False,False,False,False,False,False,False,8.432394,1.6879227,3.3445146,0.9999587792116001,0.9999912234615221,0.9999007818397619,1.9801,1.7151,0.9167,0.7296,31.157,29.5177,8.181022
6096.195,0.0,False,False,False,False,False,False,False,False,False,False,20.34687,1.054708,2.9382555,0.9999401381299908,0.9997881304931798,0.9999671388165491,2.9589,2.8059,1.6275,1.4469,42.6631,40.6845,10.708797
5137.917,0.0,False,False,False,False,False,False,False,False,False,False,8.809641,8.644473,2.2786415,0.9987490755598795,0.9999962400242645,0.9999205323670689,1.807,2.5674,0.8109,1.0269,30.3263,36.819,19.546175
6841.241,0.0,True,False,False,False,False,True,True,False,True,True,60.405872,-2.863555,0.656897,-0.8773974038459948,-0.999663593327589,0.9999990890475322,3.4151,3.2519,0.091,0.119,122.7943,120.2558,11.205935
5390.9233,0.0,False,False,False,False,False,False,False,False,False,False,51.147682,0.8887675,17.63836,0.9999981369116746,0.9993864094757825,0.9999913812715163,3.9689,3.0584,-0.1306,0.1074,131.5466,114.862,2.3202367
832937.44,0.0,False,False,False,False,True,True,True,False,True,True,26.790216,-0.037136964,1.2140194,0.9999907964026347,0.9980043143204202,0.9999953339449476,0.367,0.4135,2.7604,2.6633,46.6824,45.5613,4.815077
5689.4536,0.0,False,True,False,False,False,True,True,True,True,True,9.477968,1.2741151,1.850005,0.9999403290189567,0.9999913250263743,0.9999949440107557,-0.0975,-0.025,-1.2429,-1.0476,-23.0867,-23.5356,10.105818
5145.3496,0.0,False,False,True,True,False,True,True,True,True,True,18.908443,7.3373995,0.32364953,-0.9991091172039113,0.9999951695828285,0.9999939573798758,-0.4017,-0.8645,0.72,0.9564,28.5239,35.5334,7.9448223
18853.45,0.0,False,False,True,True,False,True,True,False,True,True,28.403805,1.2201722,-0.36140165,0.999486919005913,0.9998796725255465,0.9999908068283425,-0.9951,-1.0447,1.0234,1.0892,37.5447,38.7433,4.8647213
4814.298,0.0,False,False,False,False,False,False,False,False,False,False,6.0476556,2.8781998,1.6450567,0.9999640372569306,0.9999674347569675,0.9999777993964999,0.0272,-0.1919,0.2624,0.3332,9.5224,10.792,7.0814457
5418.8804,1.0,False,False,False,False,False,False,False,False,False,False,7.013333,-0.89057034,1.1240758,0.9998678182683117,0.9991642414840053,0.999967402290358,1.5855,1.6222,-0.6601,-0.6106,14.389,14.425,13.588792
4676.306,0.0,False,False,False,False,False,False,False,False,False,False,6.388518,1.9703221,1.2342291,0.9989174470752258,0.9995255184132038,0.9999075588118844,1.5269,1.7041,-0.5407,-0.6204,14.0773,14.8059,5.4082103
5307.5137,0.0,False,False,False,False,False,False,False,False,False,False,21.197302,0.6317896,0.6317977,0.9998771908276058,0.9999918548771415,0.9999984774231876,2.6699,2.6924,-2.1121,-2.0819,94.16,94.177,6.439497
